student_id,distance_group,uses_motorbike
SV04463,medium,1
SV04464,near,1
SV04465,medium,1
SV04466,near,1
SV04467,medium,0
SV04468,medium,1
SV04469,medium,1
SV04470,far,1
SV04471,medium,1
SV04472,medium,1
SV04473,medium,1
SV04474,far,1
SV04475,far,1
SV04476,medium,1
SV04477,near,0
SV04478,far,1
SV04479,near,1
SV04480,medium,1
SV04481,far,1
SV04482,far,1
SV04483,near,1
SV04484,medium,1
SV04485,medium,1
SV04486,near,0
SV04487,far,1
SV04488,medium,1
SV04489,near,1
SV04490,far,1
SV04491,medium,1
SV04492,near,1
SV04493,far,1
SV04494,far,1
SV04495,far,1
SV04496,medium,1
SV04497,near,1
SV04498,far,1
SV04499,far,1
SV04500,medium,1
SV04501,medium,1
SV04502,medium,1
SV04503,far,1
SV04504,far,1
SV04505,medium,1
SV04506,near,0
SV04507,medium,1
SV04508,near,1
SV04509,far,1
SV04510,medium,1
SV04511,medium,1
SV04512,far,1
SV04513,far,1
SV04514,medium,1
SV04515,near,1
SV04516,near,1
SV04517,near,1
SV04518,medium,1
SV04519,far,1
SV04520,near,1
SV04521,near,1
SV04522,medium,1
SV04523,near,0
SV04524,far,1
SV04525,far,1
SV04526,near,0
SV04527,near,0
SV04528,medium,1
SV04529,medium,1
SV04530,far,1
SV04531,medium,1
SV04532,far,1
SV04533,near,0
SV04534,far,1
SV04535,near,0
SV04536,far,1
SV04537,far,1
SV04538,medium,1
SV04539,near,1
SV04540,medium,1
SV04541,far,1
SV04542,near,0
SV04543,near,1
SV04544,near,0
SV04545,near,0
SV04546,medium,1
SV04547,medium,1
SV04548,medium,1
SV04549,far,1
SV04550,medium,1
SV04551,medium,1
SV04552,medium,1
SV04553,medium,1
SV04554,medium,1
SV04555,medium,1
SV04556,far,0
SV04557,medium,1
SV04558,far,1
SV04559,medium,1
SV04560,medium,0
SV04561,near,0
SV04562,far,1
SV04563,far,1
SV04564,medium,1
SV04565,near,1
SV04566,far,1
SV04567,far,1
SV04568,medium,1
SV04569,near,1
SV04570,far,1
SV04571,near,0
SV04572,far,1
SV04573,far,1
SV04574,medium,1
SV04575,near,0
SV04576,far,0
SV04577,near,1
SV04578,medium,1
SV04579,near,0
SV04580,far,1
SV04581,medium,0
SV04582,medium,1
SV04583,medium,1
SV04584,medium,1
SV04585,medium,1
SV04586,medium,0
SV04587,medium,1
SV04588,medium,1
SV04589,near,1
SV04590,medium,1
SV04591,far,1
SV04592,medium,0
SV04593,near,0
SV04594,far,1
SV04595,far,1
SV04596,near,0
SV04597,far,1
SV04598,far,1
SV04599,far,1
SV04600,far,1
SV04601,near,0
SV04602,near,1
SV04603,near,1
SV04604,far,1
SV04605,near,0
SV04606,medium,1
SV04607,medium,1
SV04608,medium,0
SV04609,medium,1
SV04610,near,1
SV04611,medium,1
SV04612,medium,1
SV04613,near,0
SV04614,far,0
SV04615,far,1
SV04616,medium,0
SV04617,medium,1
SV04618,near,1
SV04619,medium,1
SV04620,far,1
