schedule_id,class_id,version,scenario,day_of_week,day_vn,shift,start_time,end_time,building,floor,room_id,room_capacity,num_students,motorbike_ratio,dorm_ratio,primary_lot,motorbike_to_P1,motorbike_to_P2,motorbike_to_P3,distance_building_to_primary_lot_m,arrival_window_start,arrival_window_end,departure_window_start,departure_window_end,is_event
SCH00439,LHP0131,baseline,Normal,Tue,Thu 3,Ca3,13:00,15:40,A2,6,A2-0601,103,40,0.82,0.19,P1,32,0,1,150,12:30,13:00,15:40,16:10,N
SCH00440,LHP0131,optimized,Normal,Sat,Thu 7,Ca1,06:45,09:25,A2,2,A2-0206,81,40,0.82,0.19,P1,30,0,3,150,06:15,06:45,09:25,09:55,N
SCH00441,LHP0132,baseline,Normal,Thu,Thu 5,Ca2,09:35,12:15,D,3,D-0307,78,78,0.86,0.14,P2,0,65,2,180,09:05,09:35,12:15,12:45,N
SCH00442,LHP0132,optimized,Normal,Sat,Thu 7,Ca1,06:45,09:25,B,4,A2-0407,104,78,0.86,0.14,P1,63,0,4,100,06:15,06:45,09:25,09:55,N
SCH00443,LHP0133,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,A2,3,A2-0307,93,37,0.94,0.13,P1,34,0,1,150,06:15,06:45,09:25,09:55,N
SCH00444,LHP0133,optimized,Peak,Wed,Thu 4,Ca3,13:00,15:40,C,2,C-0202,42,37,0.94,0.13,P2,0,33,2,120,12:30,13:00,15:40,16:10,N
SCH00445,LHP0134,baseline,Normal,Fri,Thu 6,Ca4,15:50,18:30,A2,5,A2-0503,82,72,0.92,0.14,P1,64,0,2,150,15:20,15:50,18:30,19:00,N
SCH00446,LHP0134,optimized,Normal,Fri,Thu 6,Ca4,15:50,18:30,B,8,A2-0810,114,72,0.92,0.14,P1,62,0,4,100,15:20,15:50,18:30,19:00,N
SCH00447,LHP0135,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,C,2,C-0201,58,53,0.87,0.15,P2,0,45,1,120,12:30,13:00,15:40,16:10,N
SCH00448,LHP0135,optimized,Normal,Tue,Thu 3,Ca1,06:45,09:25,A2,7,A2-0704,100,53,0.87,0.15,P1,42,0,4,150,06:15,06:45,09:25,09:55,N
SCH00449,LHP0136,baseline,Normal,Thu,Thu 5,Ca1,06:45,09:25,B,3,B-0308,50,43,0.8,0.08,P1,34,0,1,100,06:15,06:45,09:25,09:55,N
SCH00450,LHP0136,optimized,Peak,Mon,Thu 2,Ca2,09:35,12:15,A2,3,A2-0314,102,43,0.8,0.08,P1,33,0,2,150,09:05,09:35,12:15,12:45,N
SCH00451,LHP0136,optimized,Worst,Mon,Thu 2,Ca2,09:35,12:15,A2,3,A2-0314,102,43,0.8,0.08,P1,33,0,2,150,09:05,09:35,12:15,12:45,N
SCH00452,LHP0137,baseline,Normal,Sat,Thu 7,Ca3,13:00,15:40,A2,8,A2-0802,111,37,0.76,0.18,P1,27,0,1,150,12:30,13:00,15:40,16:10,N
SCH00453,LHP0137,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,A2,4,A2-0413,103,37,0.76,0.18,P1,27,0,1,150,06:15,06:45,09:25,09:55,N
SCH00454,LHP0137,optimized,Normal,Thu,Thu 5,Ca1,06:45,09:25,A2,6,A2-0606,118,37,0.76,0.18,P1,26,0,2,150,06:15,06:45,09:25,09:55,N
SCH00455,LHP0137,optimized,Peak,Wed,Thu 4,Ca2,09:35,12:15,A2,1,A2-0112,107,37,0.76,0.18,P1,26,0,2,150,09:05,09:35,12:15,12:45,N
SCH00456,LHP0138,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,6,A2-0606,118,49,0.86,0.16,P1,41,0,1,150,12:30,13:00,15:40,16:10,N
SCH00457,LHP0138,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,6,A2-0606,118,49,0.86,0.16,P1,41,0,1,150,12:30,13:00,15:40,16:10,N
SCH00458,LHP0138,optimized,Peak,Mon,Thu 2,Ca2,09:35,12:15,C,1,C-0105,49,49,0.86,0.16,P2,0,38,4,120,09:05,09:35,12:15,12:45,N
SCH00459,LHP0138,optimized,Worst,Mon,Thu 2,Ca2,09:35,12:15,C,1,C-0105,49,49,0.86,0.16,P2,0,38,4,120,09:05,09:35,12:15,12:45,N
SCH00460,LHP0139,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,A2,4,A2-0411,120,59,0.94,0.18,P1,53,0,2,150,06:15,06:45,09:25,09:55,N
SCH00461,LHP0139,optimized,Normal,Fri,Thu 6,Ca3,13:00,15:40,C,3,C-0306,59,59,0.94,0.18,P2,0,50,5,120,12:30,13:00,15:40,16:10,N
SCH00462,LHP0140,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,A2,5,A2-0509,104,62,0.89,0.13,P1,54,0,1,150,06:15,06:45,09:25,09:55,N
SCH00463,LHP0140,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,A2,5,A2-0509,104,62,0.89,0.13,P1,54,0,1,150,06:15,06:45,09:25,09:55,N
SCH00464,LHP0140,optimized,Peak,Mon,Thu 2,Ca2,09:35,12:15,B,8,A2-0806,96,62,0.89,0.13,P1,51,0,4,100,09:05,09:35,12:15,12:45,N
SCH00465,LHP0140,optimized,Worst,Mon,Thu 2,Ca2,09:35,12:15,B,8,A2-0806,96,62,0.89,0.13,P1,51,0,4,100,09:05,09:35,12:15,12:45,N
SCH00466,LHP0141,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,2,A2-0204,112,45,0.84,0.08,P1,37,0,1,150,12:30,13:00,15:40,16:10,N
SCH00467,LHP0141,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,2,A2-0204,112,45,0.84,0.08,P1,37,0,1,150,12:30,13:00,15:40,16:10,N
SCH00468,LHP0141,optimized,Peak,Wed,Thu 4,Ca2,09:35,12:15,A2,3,A2-0302,90,45,0.84,0.08,P1,36,0,2,150,09:05,09:35,12:15,12:45,N
SCH00469,LHP0142,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,A2,8,A2-0806,96,62,0.9,0.08,P1,54,0,1,150,12:30,13:00,15:40,16:10,N
SCH00470,LHP0142,optimized,Peak,Mon,Thu 2,Ca1,06:45,09:25,C,2,A2-0207,115,62,0.9,0.08,P2,0,53,2,120,06:15,06:45,09:25,09:55,N
SCH00471,LHP0142,optimized,Worst,Mon,Thu 2,Ca1,06:45,09:25,C,2,A2-0207,115,62,0.9,0.08,P2,0,53,2,120,06:15,06:45,09:25,09:55,N
SCH00472,LHP0143,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,A2,4,A2-0411,120,51,0.94,0.15,P1,47,0,1,150,12:30,13:00,15:40,16:10,N
SCH00473,LHP0143,baseline,Peak,Mon,Thu 2,Ca2,09:35,12:15,D,4,D-0401,67,51,0.94,0.15,P2,0,47,1,180,09:05,09:35,12:15,12:45,N
SCH00474,LHP0143,baseline,Worst,Mon,Thu 2,Ca2,09:35,12:15,D,4,D-0401,67,51,0.94,0.15,P2,0,47,1,180,09:05,09:35,12:15,12:45,N
SCH00475,LHP0143,optimized,Normal,Fri,Thu 6,Ca4,15:50,18:30,B,2,B-0201,56,51,0.94,0.15,P1,44,0,4,100,15:20,15:50,18:30,19:00,N
SCH00476,LHP0143,optimized,Peak,Wed,Thu 4,Ca1,06:45,09:25,C,1,C-0101,55,51,0.94,0.15,P2,0,44,4,120,06:15,06:45,09:25,09:55,N
SCH00477,LHP0144,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,1,A2-0103,81,76,0.81,0.17,P1,59,0,2,150,12:30,13:00,15:40,16:10,N
SCH00478,LHP0144,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,1,A2-0103,81,76,0.81,0.17,P1,59,0,2,150,12:30,13:00,15:40,16:10,N
SCH00479,LHP0144,baseline,Normal,Sat,Thu 7,Ca1,06:45,09:25,C,3,A2-0308,101,76,0.81,0.17,P2,0,59,2,120,06:15,06:45,09:25,09:55,N
SCH00480,LHP0144,optimized,Normal,Fri,Thu 6,Ca2,09:35,12:15,B,7,A2-0702,115,76,0.81,0.17,P1,56,0,5,100,09:05,09:35,12:15,12:45,N
SCH00481,LHP0144,optimized,Normal,Tue,Thu 3,Ca2,09:35,12:15,A2,4,A2-0411,120,76,0.81,0.17,P1,56,0,5,150,09:05,09:35,12:15,12:45,N
SCH00482,LHP0145,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,C,2,C-0205,42,39,0.84,0.15,P2,0,32,1,120,12:30,13:00,15:40,16:10,N
SCH00483,LHP0145,optimized,Peak,Mon,Thu 2,Ca3,13:00,15:40,B,3,B-0303,45,39,0.84,0.15,P1,31,0,2,100,12:30,13:00,15:40,16:10,N
SCH00484,LHP0145,optimized,Worst,Mon,Thu 2,Ca3,13:00,15:40,B,3,B-0303,45,39,0.84,0.15,P1,31,0,2,100,12:30,13:00,15:40,16:10,N
SCH00485,LHP0146,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,A2,10,A2-1001,84,54,0.84,0.11,P1,44,0,1,150,06:15,06:45,09:25,09:55,N
SCH00486,LHP0146,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,A2,10,A2-1001,84,54,0.84,0.11,P1,44,0,1,150,06:15,06:45,09:25,09:55,N
SCH00487,LHP0146,optimized,Normal,Tue,Thu 3,Ca1,06:45,09:25,A2,3,A2-0303,107,54,0.84,0.11,P1,43,0,2,150,06:15,06:45,09:25,09:55,N
SCH00488,LHP0147,baseline,Normal,Tue,Thu 3,Ca3,13:00,15:40,D,2,D-0202,81,66,0.83,0.22,P2,0,53,2,180,12:30,13:00,15:40,16:10,N
SCH00489,LHP0147,optimized,Peak,Mon,Thu 2,Ca4,15:50,18:30,A2,4,A2-0402,96,66,0.83,0.22,P1,49,0,6,150,15:20,15:50,18:30,19:00,N
SCH00490,LHP0147,optimized,Worst,Mon,Thu 2,Ca4,15:50,18:30,A2,4,A2-0402,96,66,0.83,0.22,P1,49,0,6,150,15:20,15:50,18:30,19:00,N
SCH00491,LHP0148,baseline,Normal,Thu,Thu 5,Ca1,06:45,09:25,B,8,A2-0804,109,77,0.84,0.23,P1,62,0,3,100,06:15,06:45,09:25,09:55,N
SCH00492,LHP0148,optimized,Normal,Fri,Thu 6,Ca2,09:35,12:15,D,5,D-0503,88,77,0.84,0.23,P2,0,57,8,180,09:05,09:35,12:15,12:45,N
SCH00493,LHP0149,baseline,Normal,Fri,Thu 6,Ca3,13:00,15:40,C,6,A2-0601,103,61,0.94,0.08,P2,0,57,1,120,12:30,13:00,15:40,16:10,N
SCH00494,LHP0149,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,C,5,D-0504,61,61,0.94,0.08,P2,0,57,1,120,12:30,13:00,15:40,16:10,N
SCH00495,LHP0149,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,C,5,D-0504,61,61,0.94,0.08,P2,0,57,1,120,12:30,13:00,15:40,16:10,N
SCH00496,LHP0149,optimized,Peak,Wed,Thu 4,Ca3,13:00,15:40,B,10,A2-1005,109,61,0.94,0.08,P1,56,0,2,100,12:30,13:00,15:40,16:10,N
SCH00497,LHP0149,optimized,Normal,Sat,Thu 7,Ca4,15:50,18:30,A2,1,A2-0108,86,61,0.94,0.08,P1,56,0,2,150,15:20,15:50,18:30,19:00,N
SCH00498,LHP0150,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,A2,10,A2-1012,97,36,0.92,0.14,P1,32,0,1,150,06:15,06:45,09:25,09:55,N
SCH00499,LHP0150,optimized,Normal,Sat,Thu 7,Ca3,13:00,15:40,B,3,B-0301,44,36,0.92,0.14,P1,31,0,2,100,12:30,13:00,15:40,16:10,N
SCH00500,LHP0151,baseline,Peak,Mon,Thu 2,Ca2,09:35,12:15,B,1,B-0103,45,30,0.89,0.13,P1,25,0,1,100,09:05,09:35,12:15,12:45,N
SCH00501,LHP0151,baseline,Worst,Mon,Thu 2,Ca2,09:35,12:15,B,1,B-0103,45,30,0.89,0.13,P1,25,0,1,100,09:05,09:35,12:15,12:45,N
SCH00502,LHP0151,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,A2,2,A2-0213,117,30,0.89,0.13,P1,25,0,1,150,06:15,06:45,09:25,09:55,N
SCH00503,LHP0151,optimized,Normal,Fri,Thu 6,Ca1,06:45,09:25,B,1,B-0101,49,30,0.89,0.13,P1,24,0,2,100,06:15,06:45,09:25,09:55,N
SCH00504,LHP0151,optimized,Normal,Thu,Thu 5,Ca2,09:35,12:15,A2,9,A2-0903,94,30,0.89,0.13,P1,24,0,2,150,09:05,09:35,12:15,12:45,N
SCH00505,LHP0152,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,A2,8,A2-0803,105,34,0.84,0.24,P1,28,0,1,150,06:15,06:45,09:25,09:55,N
SCH00506,LHP0152,optimized,Normal,Thu,Thu 5,Ca3,13:00,15:40,B,2,B-0206,56,34,0.84,0.24,P1,25,0,4,100,12:30,13:00,15:40,16:10,N
SCH00507,LHP0153,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,C,4,A2-0413,103,71,0.77,0.12,P2,0,54,1,120,06:15,06:45,09:25,09:55,N
SCH00508,LHP0153,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,C,4,A2-0413,103,71,0.77,0.12,P2,0,54,1,120,06:15,06:45,09:25,09:55,N
SCH00509,LHP0153,baseline,Normal,Fri,Thu 6,Ca3,13:00,15:40,D,5,D-0508,76,71,0.77,0.12,P2,0,54,1,180,12:30,13:00,15:40,16:10,N
SCH00510,LHP0153,optimized,Peak,Wed,Thu 4,Ca1,06:45,09:25,D,2,D-0205,74,71,0.77,0.12,P2,0,51,4,180,06:15,06:45,09:25,09:55,N
SCH00511,LHP0153,optimized,Normal,Fri,Thu 6,Ca3,13:00,15:40,D,5,D-0505,87,71,0.77,0.12,P2,0,51,4,180,12:30,13:00,15:40,16:10,N
SCH00512,LHP0154,baseline,Normal,Fri,Thu 6,Ca2,09:35,12:15,A2,2,A2-0207,115,54,0.94,0.18,P1,49,0,2,150,09:05,09:35,12:15,12:45,N
SCH00513,LHP0154,baseline,Peak,Mon,Thu 2,Ca2,09:35,12:15,A2,7,A2-0706,94,54,0.94,0.18,P1,49,0,2,150,09:05,09:35,12:15,12:45,N
SCH00514,LHP0154,baseline,Worst,Mon,Thu 2,Ca2,09:35,12:15,A2,7,A2-0706,94,54,0.94,0.18,P1,49,0,2,150,09:05,09:35,12:15,12:45,N
SCH00515,LHP0154,optimized,Peak,Mon,Thu 2,Ca1,06:45,09:25,D,2,D-0206,88,54,0.94,0.18,P2,0,47,4,180,06:15,06:45,09:25,09:55,N
SCH00516,LHP0154,optimized,Worst,Mon,Thu 2,Ca1,06:45,09:25,D,2,D-0206,88,54,0.94,0.18,P2,0,47,4,180,06:15,06:45,09:25,09:55,N
SCH00517,LHP0154,optimized,Normal,Sat,Thu 7,Ca2,09:35,12:15,D,3,D-0304,62,54,0.94,0.18,P2,0,47,4,180,09:05,09:35,12:15,12:45,N
SCH00518,LHP0155,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,C,8,A2-0808,95,64,0.76,0.06,P2,0,48,1,120,12:30,13:00,15:40,16:10,N
SCH00519,LHP0155,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,C,8,A2-0808,95,64,0.76,0.06,P2,0,48,1,120,12:30,13:00,15:40,16:10,N
SCH00520,LHP0155,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,A2,4,A2-0402,96,64,0.76,0.06,P1,48,0,1,150,06:15,06:45,09:25,09:55,N
SCH00521,LHP0155,optimized,Normal,Sat,Thu 7,Ca1,06:45,09:25,D,5,D-0508,76,64,0.76,0.06,P2,0,47,2,180,06:15,06:45,09:25,09:55,N
SCH00522,LHP0155,optimized,Peak,Mon,Thu 2,Ca2,09:35,12:15,D,4,D-0407,80,64,0.76,0.06,P2,0,47,2,180,09:05,09:35,12:15,12:45,N
SCH00523,LHP0155,optimized,Worst,Mon,Thu 2,Ca2,09:35,12:15,D,4,D-0407,80,64,0.76,0.06,P2,0,47,2,180,09:05,09:35,12:15,12:45,N
SCH00524,LHP0156,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,1,A2-0113,82,44,0.9,0.14,P1,39,0,1,150,12:30,13:00,15:40,16:10,N
SCH00525,LHP0156,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,1,A2-0113,82,44,0.9,0.14,P1,39,0,1,150,12:30,13:00,15:40,16:10,N
SCH00526,LHP0156,optimized,Normal,Sat,Thu 7,Ca3,13:00,15:40,A2,10,A2-1005,109,44,0.9,0.14,P1,37,0,3,150,12:30,13:00,15:40,16:10,N
SCH00527,LHP0157,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,A2,1,A2-0110,85,58,0.78,0.11,P1,44,0,1,150,06:15,06:45,09:25,09:55,N
SCH00528,LHP0157,optimized,Normal,Thu,Thu 5,Ca2,09:35,12:15,D,4,D-0401,67,58,0.78,0.11,P2,0,43,2,180,09:05,09:35,12:15,12:45,N
SCH00529,LHP0158,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,C,1,D-0103,84,80,0.76,0.12,P2,0,60,1,120,06:15,06:45,09:25,09:55,N
SCH00530,LHP0158,optimized,Normal,Thu,Thu 5,Ca1,06:45,09:25,A2,7,A2-0706,94,80,0.76,0.12,P1,57,0,4,150,06:15,06:45,09:25,09:55,N
SCH00531,LHP0159,baseline,Normal,Tue,Thu 3,Ca1,06:45,09:25,A2,4,A2-0414,116,63,0.83,0.19,P1,50,0,2,150,06:15,06:45,09:25,09:55,N
SCH00532,LHP0159,optimized,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,2,A2-0202,93,63,0.83,0.19,P1,47,0,5,150,12:30,13:00,15:40,16:10,N
SCH00533,LHP0159,optimized,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,2,A2-0202,93,63,0.83,0.19,P1,47,0,5,150,12:30,13:00,15:40,16:10,N
SCH00534,LHP0160,baseline,Normal,Sat,Thu 7,Ca3,13:00,15:40,A2,4,A2-0411,120,35,0.87,0.13,P1,29,0,1,150,12:30,13:00,15:40,16:10,N
SCH00535,LHP0160,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,B,2,B-0204,49,35,0.87,0.13,P1,29,0,1,100,06:15,06:45,09:25,09:55,N
SCH00536,LHP0160,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,B,2,B-0204,49,35,0.87,0.13,P1,29,0,1,100,06:15,06:45,09:25,09:55,N
SCH00537,LHP0160,optimized,Normal,Sat,Thu 7,Ca3,13:00,15:40,D,1,D-0107,82,35,0.87,0.13,P2,0,28,2,180,12:30,13:00,15:40,16:10,N
SCH00538,LHP0160,optimized,Peak,Wed,Thu 4,Ca3,13:00,15:40,A2,3,A2-0305,97,35,0.87,0.13,P1,28,0,2,150,12:30,13:00,15:40,16:10,N
SCH00539,LHP0161,baseline,Normal,Sat,Thu 7,Ca4,15:50,18:30,C,5,A2-0506,85,67,0.78,0.14,P2,0,51,1,120,15:20,15:50,18:30,19:00,N
SCH00540,LHP0161,optimized,Peak,Wed,Thu 4,Ca3,13:00,15:40,C,9,A2-0909,87,67,0.78,0.14,P2,0,48,4,120,12:30,13:00,15:40,16:10,N
SCH00541,LHP0162,baseline,Normal,Thu,Thu 5,Ca1,06:45,09:25,D,1,D-0105,82,72,0.75,0.21,P2,0,52,2,180,06:15,06:45,09:25,09:55,N
SCH00542,LHP0162,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,B,2,A2-0212,108,72,0.75,0.21,P1,52,0,2,100,06:15,06:45,09:25,09:55,N
SCH00543,LHP0162,optimized,Normal,Fri,Thu 6,Ca3,13:00,15:40,C,10,A2-1013,101,72,0.75,0.21,P2,0,48,6,120,12:30,13:00,15:40,16:10,N
SCH00544,LHP0162,optimized,Peak,Mon,Thu 2,Ca4,15:50,18:30,C,5,A2-0503,82,72,0.75,0.21,P2,0,48,6,120,15:20,15:50,18:30,19:00,N
SCH00545,LHP0162,optimized,Worst,Mon,Thu 2,Ca4,15:50,18:30,C,5,A2-0503,82,72,0.75,0.21,P2,0,48,6,120,15:20,15:50,18:30,19:00,N
SCH00546,LHP0163,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,D,4,D-0402,78,40,0.76,0.24,P2,0,29,1,180,12:30,13:00,15:40,16:10,N
SCH00547,LHP0163,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,D,4,D-0402,78,40,0.76,0.24,P2,0,29,1,180,12:30,13:00,15:40,16:10,N
SCH00548,LHP0163,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,A2,6,A2-0609,114,40,0.76,0.24,P1,29,0,1,150,06:15,06:45,09:25,09:55,N
SCH00549,LHP0163,optimized,Peak,Mon,Thu 2,Ca2,09:35,12:15,A2,5,A2-0503,82,40,0.76,0.24,P1,26,0,4,150,09:05,09:35,12:15,12:45,N
SCH00550,LHP0163,optimized,Worst,Mon,Thu 2,Ca2,09:35,12:15,A2,5,A2-0503,82,40,0.76,0.24,P1,26,0,4,150,09:05,09:35,12:15,12:45,N
SCH00551,LHP0163,optimized,Peak,Wed,Thu 4,Ca4,15:50,18:30,C,1,C-0108,47,40,0.76,0.24,P2,0,26,4,120,15:20,15:50,18:30,19:00,N
SCH00552,LHP0164,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,C,7,A2-0704,100,70,0.94,0.19,P2,0,63,3,120,06:15,06:45,09:25,09:55,N
SCH00553,LHP0164,optimized,Normal,Fri,Thu 6,Ca2,09:35,12:15,A2,2,A2-0207,115,70,0.94,0.19,P1,60,0,6,150,09:05,09:35,12:15,12:45,N
SCH00554,LHP0165,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,A2,4,A2-0406,87,42,0.95,0.22,P1,38,0,2,150,06:15,06:45,09:25,09:55,N
SCH00555,LHP0165,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,A2,4,A2-0406,87,42,0.95,0.22,P1,38,0,2,150,06:15,06:45,09:25,09:55,N
SCH00556,LHP0165,optimized,Peak,Wed,Thu 4,Ca2,09:35,12:15,C,2,C-0202,42,42,0.95,0.22,P2,0,36,4,120,09:05,09:35,12:15,12:45,N
SCH00557,LHP0166,baseline,Normal,Thu,Thu 5,Ca2,09:35,12:15,C,5,D-0501,67,66,0.82,0.11,P2,0,53,1,120,09:05,09:35,12:15,12:45,N
SCH00558,LHP0166,baseline,Normal,Fri,Thu 6,Ca3,13:00,15:40,B,4,D-0406,82,66,0.82,0.11,P1,53,0,1,100,12:30,13:00,15:40,16:10,N
SCH00559,LHP0166,optimized,Peak,Wed,Thu 4,Ca4,15:50,18:30,C,5,A2-0501,92,66,0.82,0.11,P2,0,51,3,120,15:20,15:50,18:30,19:00,N
SCH00560,LHP0166,optimized,Normal,Fri,Thu 6,Ca1,06:45,09:25,A2,9,A2-0912,90,66,0.82,0.11,P1,51,0,3,150,06:15,06:45,09:25,09:55,N
SCH00561,LHP0167,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,C,3,A2-0304,101,72,0.83,0.05,P2,0,59,1,120,12:30,13:00,15:40,16:10,N
SCH00562,LHP0167,baseline,Normal,Sat,Thu 7,Ca3,13:00,15:40,D,4,D-0407,80,72,0.83,0.05,P2,0,59,1,180,12:30,13:00,15:40,16:10,N
SCH00563,LHP0167,optimized,Normal,Sat,Thu 7,Ca4,15:50,18:30,D,2,D-0203,80,72,0.83,0.05,P2,0,58,2,180,15:20,15:50,18:30,19:00,N
SCH00564,LHP0167,optimized,Peak,Mon,Thu 2,Ca2,09:35,12:15,D,1,D-0103,84,72,0.83,0.05,P2,0,58,2,180,09:05,09:35,12:15,12:45,N
SCH00565,LHP0167,optimized,Worst,Mon,Thu 2,Ca2,09:35,12:15,D,1,D-0103,84,72,0.83,0.05,P2,0,58,2,180,09:05,09:35,12:15,12:45,N
SCH00566,LHP0168,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,D,2,D-0208,74,68,0.9,0.22,P2,0,58,3,180,06:15,06:45,09:25,09:55,N
SCH00567,LHP0168,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,D,2,D-0208,74,68,0.9,0.22,P2,0,58,3,180,06:15,06:45,09:25,09:55,N
SCH00568,LHP0168,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,D,4,D-0406,82,68,0.9,0.22,P2,0,58,3,180,06:15,06:45,09:25,09:55,N
SCH00569,LHP0168,optimized,Peak,Mon,Thu 2,Ca2,09:35,12:15,C,4,A2-0401,118,68,0.9,0.22,P2,0,55,6,120,09:05,09:35,12:15,12:45,N
SCH00570,LHP0168,optimized,Worst,Mon,Thu 2,Ca2,09:35,12:15,C,4,A2-0401,118,68,0.9,0.22,P2,0,55,6,120,09:05,09:35,12:15,12:45,N
SCH00571,LHP0168,optimized,Normal,Thu,Thu 5,Ca2,09:35,12:15,C,2,A2-0214,97,68,0.9,0.22,P2,0,55,6,120,09:05,09:35,12:15,12:45,N
SCH00572,LHP0169,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,D,1,D-0105,82,68,0.91,0.09,P2,0,61,1,180,06:15,06:45,09:25,09:55,N
SCH00573,LHP0169,optimized,Normal,Tue,Thu 3,Ca3,13:00,15:40,A2,7,A2-0712,93,68,0.91,0.09,P1,59,0,3,150,12:30,13:00,15:40,16:10,N
SCH00574,LHP0170,baseline,Normal,Fri,Thu 6,Ca2,09:35,12:15,D,5,D-0508,76,73,0.9,0.2,P2,0,63,3,180,09:05,09:35,12:15,12:45,N
SCH00575,LHP0170,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,5,A2-0512,120,73,0.9,0.2,P1,63,0,3,150,12:30,13:00,15:40,16:10,N
SCH00576,LHP0170,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,5,A2-0512,120,73,0.9,0.2,P1,63,0,3,150,12:30,13:00,15:40,16:10,N
SCH00577,LHP0170,optimized,Normal,Fri,Thu 6,Ca4,15:50,18:30,A2,4,A2-0411,120,73,0.9,0.2,P1,60,0,6,150,15:20,15:50,18:30,19:00,N
SCH00578,LHP0170,optimized,Peak,Mon,Thu 2,Ca2,09:35,12:15,C,5,D-0505,87,73,0.9,0.2,P2,0,60,6,120,09:05,09:35,12:15,12:45,N
SCH00579,LHP0170,optimized,Worst,Mon,Thu 2,Ca2,09:35,12:15,C,5,D-0505,87,73,0.9,0.2,P2,0,60,6,120,09:05,09:35,12:15,12:45,N
SCH00580,LHP0171,baseline,Normal,Fri,Thu 6,Ca3,13:00,15:40,B,3,A2-0314,102,70,0.77,0.18,P1,52,0,2,100,12:30,13:00,15:40,16:10,N
SCH00581,LHP0171,optimized,Peak,Wed,Thu 4,Ca1,06:45,09:25,A2,10,A2-1002,104,70,0.77,0.18,P1,49,0,5,150,06:15,06:45,09:25,09:55,N
SCH00582,LHP0172,baseline,Normal,Thu,Thu 5,Ca3,13:00,15:40,A2,5,A2-0514,90,32,0.87,0.2,P1,27,0,1,150,12:30,13:00,15:40,16:10,N
SCH00583,LHP0172,optimized,Normal,Tue,Thu 3,Ca4,15:50,18:30,C,2,C-0201,58,32,0.87,0.2,P2,0,25,3,120,15:20,15:50,18:30,19:00,N
SCH00584,LHP0173,baseline,Peak,Wed,Thu 4,Ca2,09:35,12:15,B,2,B-0206,56,50,0.9,0.09,P1,44,0,1,100,09:05,09:35,12:15,12:45,N
SCH00585,LHP0173,optimized,Normal,Tue,Thu 3,Ca4,15:50,18:30,A2,10,A2-1011,114,50,0.9,0.09,P1,43,0,2,150,15:20,15:50,18:30,19:00,N
